이름,카테고리,주소,위도,경도,전화번호,링크
참숯구이육향 가산디지털단지점,"한식>육류,고기요리",서울특별시 금천구 가산디지털1로 225 105호 육향,37.4850093,126.8792758,,https://app.catchtable.co.kr/ct/shop/chamsuchguiyughyang_guro
봄담아 금천구청점,음식점>일식>샤브샤브,서울특별시 금천구 시흥대로73길 67 금천엠타워 2층 208호~210호,37.4559426,126.8957474,,https://www.instagram.com/bomdama_geumcheon
개성손만두요리전문점,"한식>칼국수,만두",서울특별시 금천구 가산로9길 22 개성손만두,37.4768083,126.8905398,,
솔향기해물칼국수,"한식>칼국수,만두",서울특별시 금천구 금하로 722,37.4504109,126.9099191,,
가산동닭한마리,한식>닭요리,서울특별시 금천구 가산로 142,37.4779630,126.8913129,,
남다른감자탕 가산디지털역점,한식>감자탕,"서울특별시 금천구 디지털로9길 99 101호, 102호(가산동, 스타밸리)",37.4813331,126.8848066,,http://www.namzatang.com/new/
도마다리뼈다귀전문점 시흥점,한식>감자탕,서울특별시 금천구 독산로 119,37.4580346,126.9051375,,
원조감자탕일미집 가산디지털점,한식>감자탕,"서울특별시 금천구 디지털로9길 99 1층 114, 116호",37.4815047,126.8851085,,
본가왕뼈감자탕 가산점,음식점>한식>감자탕,서울특별시 금천구 가산디지털1로 186 제이플라츠,37.4819802,126.8814398,,
순대의 명가 미각,"한식>순대,순댓국","서울특별시 금천구 벚꽃로 309 가산디지털단지역 1호선 1번, 7호선 2,3,4번 출구",37.4807956,126.8831398,,
신선설농탕 독산점,"한식>곰탕,설렁탕",서울특별시 금천구 시흥대로 405 1층 신선설농탕,37.4699179,126.8976625,,https://www.shinsunseolnongtang.co.kr
강가네돌솥밥추어탕,한식>추어탕,"서울특별시 금천구 남부순환로 1420 ,",37.4803707,126.9085680,,
육대장 금천점,한식>국밥,서울특별시 금천구 시흥대로 291 310동 160호,37.4598787,126.8969535,,https://www.yukdaejang.com
우리소양평해장국본점,한식>해장국,서울특별시 금천구 범안로 1244 우리소양평해장국,37.4663047,126.9000532,,
육대장 가산디지털단지점,한식>국밥,서울특별시 금천구 가산디지털1로 186 제이플라츠 지하1층 B105-1호,37.4819670,126.8814893,,https://www.yukdaejang.com
부대청사 가산점,"한식>찌개,전골",서울특별시 금천구 가산디지털1로 168 A동 2층 219-3호,37.4808562,126.8820729,,https://blog.naver.com/budaechungsa
김가네 가산점,음식점>분식,서울특별시 금천구 가산디지털1로 219 벽산디지털밸리6차 1층 103호,37.4845500,126.8792764,,https://blog.naver.com/gimkong7127
부대옥 가산직영점,"한식>찌개,전골","서울특별시 금천구 디지털로9길 46 . 204,205호",37.4798819,126.8870679,,https://www.instagram.com/budaeok_official
금천식당 시흥사거리점,"한식>육류,고기요리",서울특별시 금천구 시흥대로52길 38 지상1층,37.4530154,126.9022123,,
으뜸숙성한우No.9,"한식>육류,고기요리",서울특별시 금천구 시흥대로 291 금천구롯데캐슬골드파크3차 상가 1층 168호,37.4599810,126.8972935,,https://www.instagram.com/euddeum_korean.beef
라홍방마라탕 가산디지털단지점,음식점>마라탕,서울특별시 금천구 가산디지털1로 186 제이플라츠 B127호,37.4822737,126.8812224,,https://www.youtube.com/@lahongbang_official
이화순대국,"한식>순대,순댓국",서울특별시 금천구 시흥대로 237-12 1층,37.4549270,126.9000150,,
떡볶이랑 걸레만두랑,분식>떡볶이,서울특별시 금천구 시흥대로50길 31 1층,37.4517501,126.9037916,,https://www.instagram.com/geol_mandu
동흥관,중식>중식당,서울특별시 금천구 시흥대로63길 20,37.4551212,126.8985905,,http://donghung.co.kr
양궈푸마라탕 가산점,중식>중식당,서울특별시 금천구 가산디지털1로 168 우림라이온스밸리 A동 지하1층 B109,37.4807328,126.8821427,,
마벨리에 시흥점,음식점>뷔페,서울특별시 금천구 시흥대로 201,37.4519048,126.9007948,,http://www.marvelie.com/
코애 가산대명벨리온본점,음식점>베트남음식,서울특별시 금천구 가산디지털2로 127-33 가산대명벨리온 1층 103호,37.4785775,126.8779477,,https://www.instagram.com/khoe_restaurant_official/
콘타이 현대아울렛 가산점,음식점>태국음식,서울특별시 금천구 디지털로10길 9 6층,37.4780110,126.8890513,,
미분당 가산점,음식점>베트남음식,서울특별시 금천구 디지털로10길 69 A동 1층 106호,37.4750226,126.8911305,,
버거킹 가산이앤씨7점,양식>햄버거,서울특별시 금천구 디지털로9길 46 이앤씨드림타워7차 1층 101호,37.4800624,126.8868455,,
수락이오냉면 노원본점,한식>냉면,서울특별시 노원구 동일로237다길 7 창일빌딩 1층 수락이오냉면,37.6739259,127.0526503,,https://booking.naver.com/booking/6/bizes/528214/items/4944256?area=bmp
탕화쿵푸마라탕 노원역점,음식점>마라탕,서울특별시 노원구 노해로 495 202호,37.6551365,127.0629440,,
쿠우쿠우 노원점,"음식점>일식,초밥뷔페",서울특별시 노원구 노원로 247 6층,37.6396289,127.0733427,,
탕화쿵푸마라탕 공릉점,음식점>마라탕,서울특별시 노원구 공릉로 203 2층,37.6275120,127.0780685,,https://www.instagram.com/tanghuo_gongneung
설화,중식>중식당,서울특별시 노원구 상계로5길 12 동양상가 2층 설화중화식당 (202-1호),37.6567497,127.0645118,,http://instagram.com/sulhwa_chinese_bistro
매란방 월계이마트점,음식점>중식당,서울특별시 노원구 마들로3길 15 이마트 월계점 1층,37.6269007,127.0613340,,https://tastycompany.co.kr/meilanfang
스시이안앤 노원역점,"음식점>일식>초밥,롤",서울특별시 노원구 노해로81길 12-4 3층 1호 스시이안앤 노원역점,37.6554121,127.0629671,,https://www.instagram.com/sushinowen
버거킹 노원역점,양식>햄버거,서울특별시 노원구 노해로 456 동방빌딩 1층,37.6536300,127.0586889,,
미도인 노원,음식점>양식,서울특별시 노원구 상계로 69 1층,37.6564037,127.0628269,,
KFC 노원역,양식>햄버거,서울특별시 노원구 동일로 1401,37.6535715,127.0605137,,https://www.kfckorea.com/
써브웨이 노원역점,음식점>샌드위치,서울특별시 노원구 노해로 502 KT노원지사 본관1층,37.6544383,127.0634661,,http://www.subway.co.kr/
롯데리아 노원역점,양식>햄버거,서울특별시 노원구 상계로 64,37.6558663,127.0622508,,https://www.lotteria.com/
KFC 중계은행사거리,양식>햄버거,서울특별시 노원구 한글비석로 227 이진빌딩 1층,37.6478464,127.0763035,,https://www.kfckorea.com/
핏짜굽는언니,음식점>피자,서울특별시 노원구 동일로198길 58,37.6294840,127.0747538,,https://www.instagram.com/pizzasister_official/?igsh=MWs5cWYwOWFwM2U0cA%3D%3D
동적깡통구이 노원직영점,"음식점>한식>육류,고기요리",서울특별시 노원구 상계로 92 1층,37.6565987,127.0651925,,https://www.instagram.com/dongjeok_main
빽돈 한우 노원 상계,"음식점>한식>육류,고기요리",서울특별시 노원구 노해로85길 1 1층 빽돈 노원 상계,37.6555160,127.0650862,,http://back-don.com
쭈꾸미달인2 노원점,"해물,생선요리>주꾸미요리",서울특별시 노원구 상계로5길 3 1층,37.6567825,127.0639669,,
냅다청양집 노원역점,"음식점>한식>육류,고기요리>돼지고기구이",서울특별시 노원구 노해로85길 17 1층 2호,37.6562880,127.0649359,,https://booking.naver.com/booking/6/bizes/506752/items/3865111?area=ple
엄마마늘보쌈,"한식>족발,보쌈",서울특별시 노원구 석계로 18 엄마마늘보쌈,37.6163985,127.0644575,,
달인보쌈,"한식>족발,보쌈",서울특별시 노원구 동일로 1598 부흥빌딩,37.6709461,127.0564457,,
가장맛있는족발 공릉점,"육류,고기요리>족발,보쌈",서울특별시 노원구 동일로192길 46 송암빌딩,37.6265455,127.0755747,,
돈통마늘보쌈 노원역점,"한식>족발,보쌈",서울특별시 노원구 상계로7길 13 지현빌딩 1층,37.6573223,127.0651550,,
귀한족발 노원점,"음식점>한식>육류,고기요리>족발,보쌈",서울특별시 노원구 노해로83길 18-6 1층,37.6559254,127.0645994,,
제일콩집,한식>두부요리,서울특별시 노원구 동일로174길 37-8,37.6195545,127.0775825,,http://cafe.naver.com/jkong/
옛날 칼국수,"한식>칼국수,만두",서울특별시 노원구 동일로 1417,37.6549822,127.0598493,,
숟가락반상 마실,한식>한정식,서울특별시 노원구 노원로 412,37.6534660,127.0680289,,https://www.instagram.com/nowonmasil
곳 노원본점,술집>요리주점,서울특별시 노원구 노해로85길 10-55 소담빌 1층 105호 106호,37.6563388,127.0661848,,https://app.catchtable.co.kr/ct/shop/gotnowon
호텔마드리드,술집>요리주점,서울특별시 노원구 노해로79길 6-19 2~3층,37.6554632,127.0625800,,https://www.instagram.com/madrid_nowon
우리집곱창 본점,"한식>곱창,막창,양",서울특별시 노원구 덕릉로123길 11,37.6702147,127.0804863,,
노원왕곱창,"한식>곱창,막창,양",서울특별시 노원구 상계로 90 마블러스 2,37.6564912,127.0648246,,
회장님댁 노원점,음식점>술집>요리주점,서울특별시 노원구 노해로81길 22-22 2층 회장님댁 노원점,37.6559182,127.0637528,,
무봉리토종순대국 공릉역점,"한식>순대,순댓국",서울특별시 노원구 동일로192길 63,37.6271145,127.0763206,,
오백국수 노원중앙점,음식점>한식>국수,서울특별시 노원구 노해로 494,37.6546411,127.0631091,,
땅코참숯구이 노원점,"음식점>한식>육류,고기요리>돼지고기구이",서울특별시 노원구 노해로85길 15-5 1층,37.6563654,127.0653067,,
치히로 노원점,음식점>일식>일식당,서울특별시 노원구 상계로 76 2층 치히로 노원점,37.6561447,127.0634613,,
하노이별 공릉점,음식점>베트남음식,서울특별시 노원구 공릉로29길 18 B101호,37.6220478,127.0785969,,https://www.instagram.com/sj99888
아오리의행방불명 노원점,음식점>일식>일본식라면,서울특별시 노원구 상계로1길 14-11 에이동 205호,37.6569131,127.0618402,,
멘야리 노원본점,음식점>일식>일본식라면,서울특별시 노원구 상계로1길 14-11 에이동 1층 112호,37.6569361,127.0619303,,https://www.instagram.com/menyalee_nowon
미랑샤브 노원본점,음식점>일식>샤브샤브,서울특별시 노원구 동일로192길 37 2층,37.6266015,127.0749086,,
하나샤브샤브 중계본점,음식점>일식>샤브샤브,서울특별시 노원구 동일로203가길 29 브라운스톤중계 101호,37.6404083,127.0643298,,
샤브온당 노원역점,음식점>일식>샤브샤브,서울특별시 노원구 상계로 75 1층,37.6565372,127.0633707,,https://shabuondang.com/
소담촌 노원역점,음식점>일식>샤브샤브,서울특별시 노원구 상계로 90 마블러스1 2층,37.6562824,127.0647055,,
엄마손칼국수,"한식>칼국수,만두",서울특별시 노원구 상계로39길 5,37.6710346,127.0802625,,
응순가재골수제비,"한식>칼국수,만두",서울특별시 노원구 동일로242길 100,37.6744711,127.0606632,,
수돈재 공릉점,한식>감자탕,서울특별시 노원구 동일로192길 5,37.6260415,127.0735234,,
풍성진감자탕 본점,한식>감자탕,서울특별시 노원구 노해로83길 10-11,37.6559612,127.0650236,,
태능감자탕 본점,음식점>한식,"서울특별시 노원구 노해로83길 10-1 , 1층",37.6558436,127.0644051,,https://taeneung.co.kr/
천하뼈다귀감자탕,한식>감자탕,서울특별시 노원구 동일로 1595,37.6708629,127.0558822,,
소문난감자탕해장국,한식>감자탕,서울특별시 노원구 덕릉로 694 1층소문난감자탕,37.6595920,127.0755630,,
신선설농탕 노원역점,"한식>곰탕,설렁탕",서울특별시 노원구 노해로 511 1층,37.6554480,127.0647158,,https://www.shinsunseolnongtang.co.kr
한티옥 롯데백화점 노원점,음식점>한식,서울특별시 노원구 동일로 1414 9층,37.6548669,127.0611536,,
미스터축산,"육류,고기요리>정육식당",서울특별시 노원구 덕릉로 682 1층 1호,37.6584936,127.0753503,,
현풍화로참숯불구이,"한식>육류,고기요리",서울특별시 노원구 동일로 1367,37.6507487,127.0611250,,
삼덕식당,한식>돼지고기구이,서울특별시 노원구 상계로5길 9 1층,37.6570285,127.0639298,,https://blog.naver.com/3samduk
화포식당노원점,"육류,고기요리>돼지고기구이",서울특별시 노원구 상계로 72,37.6560055,127.0630148,,
마포생고기,"한식>육류,고기요리",서울특별시 노원구 동일로190길 39 마포생고기,37.6259638,127.0753202,,
담꾹 중계브라운스톤점,음식점>밀키트,서울특별시 노원구 동일로203가길 29 162호,37.6399301,127.0642714,,https://www.damgguk.com/
튀맥 광운대점,"술집>맥주,호프",서울특별시 노원구 석계로15길 9,37.6226669,127.0610437,,
신의주찹쌀순대 중계브라운스톤점,"한식>순대,순댓국",서울특별시 노원구 동일로203가길 29 브라운스톤 중계,37.6398763,127.0644148,,http://www.bigsoondae.com/
남가네설악추어탕 상계점,한식>추어탕,서울특별시 노원구 수락산로 212,37.6708559,127.0552410,,http://mrgfood.kr
이소,중식>중식당,서울특별시 노원구 한글비석로 269 1층 117호,37.6515934,127.0767596,,https://www.instagram.com/iyso_24
썸머타이,음식점>태국음식,서울특별시 노원구 노해로75길 14-25 동신빌딩 1층,37.6548035,127.0587597,,
72420 노원점,음식점>베트남음식,서울특별시 노원구 동일로217가길 11 평화빌딩 1층,37.6533939,127.0598735,,
포메인 노원점,음식점>베트남음식,서울특별시 노원구 노해로77길 14-3 문화빌딩,37.6548632,127.0592521,,
맥도날드 상계DT점,양식>햄버거,서울특별시 노원구 동일로 1612,37.6724468,127.0561762,,https://www.mcdonalds.co.kr/
맥도날드 중계역점,양식>햄버거,서울특별시 노원구 동일로 1341 장우빌딩,37.6483087,127.0621893,,https://www.mcdonalds.co.kr/
알파오메가 상계역점,"쇼핑,유통>가정,생활용품",서울특별시 노원구 한글비석로 377 지하1층 1호,37.6589345,127.0733801,,
문성해물짬뽕쌍문본점,중식>중식당,서울특별시 도봉구 우이천로 294-1,37.6440220,127.0299499,,http://cityfood.co.kr/h.php?id=31374
